urn:ogc:def:parameter:x-istsos:1.0:time:iso8601,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:humidity:relative,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:rainfall,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:temperature,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:wind:velocity,urn:ogc:def:parameter:x-istsos:1.0:meteo:solar:radiation
2015-04-04T13:00:00.000000+0100,93.700000,0.100000,1.000000,2.000000,164.000000
2015-04-04T14:00:00.000000+0100,94.800000,0.200000,1.000000,2.000000,136.000000
2015-04-04T15:00:00.000000+0100,95.200000,0.600000,0.000000,1.000000,154.000000
2015-04-04T16:00:00.000000+0100,95.800000,0.300000,0.000000,1.000000,91.000000
2015-04-04T17:00:00.000000+0100,96.400000,0.200000,0.000000,1.000000,15.000000
2015-04-04T18:00:00.000000+0100,97.100000,0.000000,0.000000,0.000000,0.000000
2015-04-04T19:00:00.000000+0100,97.500000,0.000000,0.000000,0.000000,0.000000
2015-04-04T20:00:00.000000+0100,97.700000,0.000000,0.000000,0.000000,0.000000
2015-04-04T21:00:00.000000+0100,97.800000,0.000000,0.000000,0.000000,0.000000
2015-04-04T22:00:00.000000+0100,98.100000,0.000000,0.000000,1.000000,0.000000
2015-04-04T23:00:00.000000+0100,98.200000,0.000000,0.000000,1.000000,0.000000
2015-04-05T00:00:00.000000+0100,98.300000,0.000000,0.000000,2.000000,0.000000
2015-04-05T01:00:00.000000+0100,98.300000,0.000000,0.000000,2.000000,0.000000
2015-04-05T02:00:00.000000+0100,98.300000,0.000000,0.000000,2.000000,0.000000
2015-04-05T03:00:00.000000+0100,98.000000,0.000000,0.000000,2.000000,0.000000
2015-04-05T04:00:00.000000+0100,96.600000,0.000000,0.000000,2.000000,0.000000
2015-04-05T05:00:00.000000+0100,96.800000,0.200000,0.000000,2.000000,11.000000
2015-04-05T06:00:00.000000+0100,94.500000,0.500000,0.000000,2.000000,69.000000
2015-04-05T07:00:00.000000+0100,92.300000,0.800000,0.000000,2.000000,136.000000
2015-04-05T08:00:00.000000+0100,89.500000,0.300000,0.000000,2.000000,187.000000
2015-04-05T09:00:00.000000+0100,87.100000,0.000000,1.000000,3.000000,282.000000
2015-04-05T10:00:00.000000+0100,84.800000,0.000000,1.000000,3.000000,251.000000
2015-04-05T11:00:00.000000+0100,80.700000,0.000000,2.000000,2.000000,343.000000
2015-04-05T12:00:00.000000+0100,77.600000,0.000000,2.000000,1.000000,297.000000
2015-04-05T13:00:00.000000+0100,79.400000,0.000000,2.000000,1.000000,199.000000
2015-04-05T14:00:00.000000+0100,77.800000,0.000000,2.000000,1.000000,145.000000
2015-04-05T15:00:00.000000+0100,78.500000,0.000000,2.000000,1.000000,108.000000
2015-04-05T16:00:00.000000+0100,78.800000,0.000000,2.000000,1.000000,65.000000
2015-04-05T17:00:00.000000+0100,81.000000,0.000000,1.000000,0.000000,19.000000
2015-04-05T18:00:00.000000+0100,83.700000,0.000000,1.000000,0.000000,0.000000
2015-04-05T19:00:00.000000+0100,83.900000,0.000000,1.000000,0.000000,0.000000
2015-04-05T20:00:00.000000+0100,84.700000,0.000000,1.000000,0.000000,0.000000
2015-04-05T21:00:00.000000+0100,85.500000,0.000000,1.000000,0.000000,0.000000
2015-04-05T22:00:00.000000+0100,86.900000,0.000000,0.000000,0.000000,0.000000
2015-04-05T23:00:00.000000+0100,89.400000,0.000000,0.000000,0.000000,0.000000
2015-04-06T00:00:00.000000+0100,90.800000,0.000000,0.000000,0.000000,0.000000
2015-04-06T01:00:00.000000+0100,93.200000,0.000000,0.000000,0.000000,0.000000
2015-04-06T02:00:00.000000+0100,95.900000,0.000000,0.000000,0.000000,0.000000
2015-04-06T03:00:00.000000+0100,97.200000,0.000000,0.000000,1.000000,0.000000
2015-04-06T04:00:00.000000+0100,97.700000,0.000000,0.000000,1.000000,0.000000
2015-04-06T05:00:00.000000+0100,98.000000,0.000000,0.000000,2.000000,5.000000
2015-04-06T06:00:00.000000+0100,98.200000,0.000000,0.000000,2.000000,29.000000
2015-04-06T07:00:00.000000+0100,98.100000,0.100000,0.000000,2.000000,57.000000
2015-04-06T08:00:00.000000+0100,96.500000,0.000000,0.000000,2.000000,261.000000
2015-04-06T09:00:00.000000+0100,89.600000,0.000000,1.000000,2.000000,308.000000
2015-04-06T10:00:00.000000+0100,85.900000,0.000000,1.000000,2.000000,204.000000
2015-04-06T11:00:00.000000+0100,86.800000,0.000000,1.000000,2.000000,168.000000
2015-04-06T12:00:00.000000+0100,82.900000,0.000000,1.000000,2.000000,223.000000
2015-04-06T13:00:00.000000+0100,82.900000,0.000000,1.000000,2.000000,156.000000
2015-04-06T14:00:00.000000+0100,82.200000,0.000000,1.000000,2.000000,130.000000
2015-04-06T15:00:00.000000+0100,78.900000,0.000000,1.000000,2.000000,77.000000
2015-04-06T16:00:00.000000+0100,76.900000,0.000000,1.000000,2.000000,51.000000
2015-04-06T17:00:00.000000+0100,77.300000,0.000000,0.000000,2.000000,9.000000
2015-04-06T18:00:00.000000+0100,76.200000,0.000000,0.000000,2.000000,0.000000
2015-04-06T19:00:00.000000+0100,80.500000,0.000000,0.000000,2.000000,0.000000
2015-04-06T20:00:00.000000+0100,82.800000,0.000000,0.000000,1.000000,0.000000
2015-04-06T21:00:00.000000+0100,82.900000,0.000000,0.000000,0.000000,0.000000
2015-04-06T22:00:00.000000+0100,84.000000,0.000000,0.000000,0.000000,0.000000
2015-04-06T23:00:00.000000+0100,86.600000,0.000000,0.000000,0.000000,0.000000
2015-04-07T00:00:00.000000+0100,86.400000,0.000000,0.000000,0.000000,0.000000
2015-04-07T01:00:00.000000+0100,84.800000,0.000000,0.000000,1.000000,0.000000
2015-04-07T02:00:00.000000+0100,85.500000,0.000000,0.000000,1.000000,0.000000
2015-04-07T03:00:00.000000+0100,88.200000,0.000000,0.000000,0.000000,0.000000
2015-04-07T04:00:00.000000+0100,90.900000,0.000000,0.000000,1.000000,0.000000
2015-04-07T05:00:00.000000+0100,89.900000,0.000000,0.000000,0.000000,14.000000
2015-04-07T06:00:00.000000+0100,87.200000,0.000000,0.000000,1.000000,108.000000
2015-04-07T07:00:00.000000+0100,81.900000,0.000000,0.000000,0.000000,222.000000
2015-04-07T08:00:00.000000+0100,69.200000,0.000000,1.000000,0.000000,393.000000
2015-04-07T09:00:00.000000+0100,59.900000,0.000000,3.000000,0.000000,658.000000
2015-04-07T10:00:00.000000+0100,53.100000,0.000000,4.000000,0.000000,662.000000
2015-04-07T11:00:00.000000+0100,50.000000,0.000000,4.000000,0.000000,635.000000
2015-04-07T12:00:00.000000+0100,48.400000,0.000000,4.000000,0.000000,678.000000
2015-04-07T13:00:00.000000+0100,44.500000,0.000000,4.000000,1.000000,681.000000
2015-04-07T14:00:00.000000+0100,40.200000,0.000000,4.000000,2.000000,570.000000
